O00000000,2018-08-05 09:49:45,U002054,arodriguez@yahoo.com,HT-1041,1,ARS,490
O00000001,2018-08-05 09:50:00,U002795,flin@brown.com,HT-1060,1,EUR,9
O00000002,2018-08-05 09:50:38,U007536,stephanie51@gmail.com,HT-1007,1,USD,499
O00000003,2018-08-05 09:51:10,U002885,robertswilliam@ball.org,HT-1104,1,JPY,55
O00000004,2018-08-05 09:52:29,U002722,sosakevin@gmail.com,HT-1011,1,JPY,2299
O00000005,2018-08-05 09:54:24,U001101,jasongarcia@cox.com,HT-6111,1,PLN,288
O00000006,2018-08-05 09:54:35,U001475,moralesmike@hughes.com,HT-2027,1,EUR,24.99
O00000007,2018-08-05 09:54:41,U003500,zacharyhebert@stanley.net,HT-1055,2,EUR,99
O00000008,2018-08-05 09:55:05,U004765,cmartin@hotmail.com,HT-1069,1,JPY,800
O00000009,2018-08-05 09:55:18,U006156,robertgoodwin@cooper-hall.com,HT-1073,1,EUR,24
O00000010,2018-08-05 09:59:23,U007329,hcontreras@hotmail.com,HT-1003,1,EUR,1650
O00000011,2018-08-05 10:00:24,U009527,garcialeslie@hunter-kelley.com,HT-8001,1,GBP,999
O00000012,2018-08-05 10:01:34,U009885,william10@hall.com,HT-2001,1,USD,449.99
O00000013,2018-08-05 10:01:41,U004086,zcurtis@yahoo.com,HT-6123,1,ZAR,299
O00000014,2018-08-05 10:02:10,U008090,evelyn35@gmail.com,HT-1096,1,JPY,120
O00000015,2018-08-05 10:02:41,U001386,angelavalenzuela@brown-mitchell.com,HT-1115,2,CAD,42
O00000016,2018-08-05 10:02:50,U008256,grahamrobert@ramirez-sims.org,HT-2002,1,EUR,853.99
O00000017,2018-08-05 10:04:59,U008189,haasdana@hotmail.com,HT-1138,1,USD,1211
O00000018,2018-08-05 10:05:13,U009264,charlesrichardson@gmail.com,HT-1116,1,MXN,36
O00000019,2018-08-05 10:05:41,U007160,jennifer02@smith.com,HT-1011,1,JPY,2299
O00000020,2018-08-05 10:06:07,U008343,matthew16@martin.com,HT-1111,1,EUR,6.9
O00000021,2018-08-05 10:06:39,U008773,marcgarrett@hotmail.com,HT-1061,1,EUR,7
O00000022,2018-08-05 10:06:52,U008985,kellykim@gmail.com,HT-1111,1,EUR,6.9
O00000023,2018-08-05 10:06:58,U005624,hopkinsrichard@hotmail.com,HT-6100,1,EUR,469
O00000024,2018-08-05 10:09:27,U005892,brian59@gmail.com,HT-1603,1,JPY,1700
O00000025,2018-08-05 10:09:35,U005399,carlosgriffin@davila.net,HT-1055,1,EUR,99
O00000026,2018-08-05 10:09:38,U005502,angelamartin@gmail.com,HT-1106,1,MXN,34
O00000027,2018-08-05 10:11:13,U005019,caseyryan@smith.net,HT-1041,1,ARS,490
O00000028,2018-08-05 10:11:31,U000631,heatherhoward@medina.com,HT-1103,1,EUR,77
O00000029,2018-08-05 10:13:18,U008981,mcgeekatherine@smith.com,HT-1064,1,CAD,16
O00000030,2018-08-05 10:14:11,U008189,haasdana@hotmail.com,HT-1138,2,USD,1211
O00000031,2018-08-05 10:14:27,U007201,tammycharles@martin.com,HT-1104,1,JPY,55
O00000032,2018-08-05 10:15:49,U008364,rose52@hotmail.com,HT-1073,1,EUR,24
O00000033,2018-08-05 10:16:09,U001270,amiller@hotmail.com,HT-1032,1,EUR,345
O00000034,2018-08-05 10:17:20,U005582,nmedina@suarez.com,HT-1119,1,USD,79
O00000035,2018-08-05 10:17:35,U004746,gonzalesjoseph@hotmail.com,HT-2026,1,USD,29.99
O00000036,2018-08-05 10:18:06,U006652,sandersemma@baker.com,HT-1011,1,JPY,2299
O00000037,2018-08-05 10:18:44,U006112,floresryan@davis.org,HT-1073,1,EUR,24
O00000038,2018-08-05 10:18:59,U007968,ykramer@james.com,HT-1118,1,ARS,79
O00000039,2018-08-05 10:22:20,U000932,shawnsmith@davis-nunez.com,HT-1000,1,EUR,956
O00000040,2018-08-05 10:22:29,U000658,steeleanthony@hotmail.com,HT-1090,1,EUR,39
O00000041,2018-08-05 10:22:35,U007641,ralphgraves@anderson-harris.com,HT-1138,1,USD,1211
O00000042,2018-08-05 10:24:23,U004094,troysmith@yahoo.com,HT-1062,1,ARS,11
O00000043,2018-08-05 10:25:10,U009426,duncandennis@gmail.com,HT-6110,1,ARS,130
O00000044,2018-08-05 10:26:37,U001556,stevensemily@gomez.com,HT-6132,1,BRL,899
O00000045,2018-08-05 10:26:44,U004136,rollinsholly@yahoo.com,HT-1023,1,USD,239
O00000046,2018-08-05 10:26:49,U005641,keithmanning@solis.com,HT-7000,1,EUR,549
O00000047,2018-08-05 10:27:35,U003828,acrawford@gmail.com,HT-1092,1,EUR,45
O00000048,2018-08-05 10:28:19,U004252,deancindy@gmail.com,HT-1107,2,ARS,29.9
O00000049,2018-08-05 10:29:12,U001893,hlarson@williams.com,HT-6110,1,ARS,130
O00000050,2018-08-05 10:29:53,U004344,thomasangela@yahoo.com,HT-1500,1,EUR,5000
O00000051,2018-08-05 10:30:55,U005954,aaron59@avila.com,HT-1060,1,EUR,9
O00000052,2018-08-05 10:31:15,U005281,athomas@gmail.com,HT-1037,2,MXN,1430
O00000053,2018-08-05 10:31:32,U008722,xjackson@perry-morgan.org,HT-1602,1,EUR,1200
O00000054,2018-08-05 10:35:19,U000713,miguel50@boyer.com,HT-1010,2,EUR,1999
O00000055,2018-08-05 10:36:27,U008941,matthew53@long.com,HT-1091,1,EUR,26
O00000056,2018-08-05 10:37:10,U003588,amanda21@allen-jackson.com,HT-1119,1,USD,79
O00000057,2018-08-05 10:37:57,U004175,rodriguezmichael@simpson-horne.net,HT-1023,1,USD,239
O00000058,2018-08-05 10:38:59,U008291,mark50@hotmail.com,HT-1002,1,USD,1570
O00000059,2018-08-05 10:41:09,U006057,martinmichelle@washington.com,HT-1069,1,JPY,800
O00000060,2018-08-05 10:41:52,U001774,uvasquez@brooks.net,HT-1032,1,EUR,345
O00000061,2018-08-05 10:42:05,U006824,jamieking@hotmail.com,HT-1066,1,USD,2.5
O00000062,2018-08-05 10:42:41,U006076,justinsmith@mcdonald.info,HT-1083,1,CNY,520
O00000063,2018-08-05 10:46:43,U006040,terri77@gmail.com,HT-1106,1,MXN,34
O00000064,2018-08-05 10:47:21,U000664,curtis78@joyce.biz,HT-1210,1,EUR,2399
O00000065,2018-08-05 10:48:42,U006957,wyatt75@orr-sexton.com,HT-1071,2,ZAR,81.7
O00000066,2018-08-05 10:48:46,U008488,zjensen@hotmail.com,HT-1037,1,MXN,1430
O00000067,2018-08-05 10:49:55,U002452,frichardson@hotmail.com,HT-1120,1,EUR,260
O00000068,2018-08-05 10:50:14,U000227,rmorales@sanchez.biz,HT-1001,1,EUR,1249
O00000069,2018-08-05 10:50:34,U007571,gwilliams@flowers.info,HT-1010,2,EUR,1999
O00000070,2018-08-05 10:50:37,U006088,shelby49@smith.com,HT-1064,1,CAD,16
O00000071,2018-08-05 10:50:45,U007314,danielkeller@roberts.net,HT-1119,1,USD,79
O00000072,2018-08-05 10:51:16,U000316,mrobinson@hinton.com,HT-1110,1,USD,8.9
O00000073,2018-08-05 10:51:19,U003476,denisedavis@yahoo.com,HT-1117,1,EUR,38
O00000074,2018-08-05 10:52:46,U002288,crichard@scott-bowman.com,HT-1001,1,EUR,1249
O00000075,2018-08-05 10:54:09,U006567,sarah16@elliott.com,HT-6110,2,ARS,130
O00000076,2018-08-05 10:56:05,U005138,iholland@welch.com,HT-1096,1,JPY,120
O00000077,2018-08-05 10:56:37,U000046,sparkstonya@hotmail.com,HT-6101,1,DKK,679
O00000078,2018-08-05 10:57:33,U007457,romerodanny@taylor.biz,HT-2002,2,EUR,853.99
O00000079,2018-08-05 11:00:31,U001862,willisvictor@hotmail.com,HT-6100,1,EUR,469
O00000080,2018-08-05 11:01:32,U009522,whiteandrew@williams.com,HT-1041,1,ARS,490
O00000081,2018-08-05 11:01:36,U008906,blawson@richards-taylor.info,HT-1062,1,ARS,11
O00000082,2018-08-05 11:04:30,U008548,smithalejandra@yahoo.com,HT-1064,1,CAD,16
O00000083,2018-08-05 11:05:10,U002063,nprice@hotmail.com,HT-6130,1,EUR,1459
O00000084,2018-08-05 11:08:29,U003333,kristagarcia@gmail.com,HT-1117,1,EUR,38
O00000085,2018-08-05 11:08:48,U009844,judytate@gmail.com,HT-1020,1,EUR,129
O00000086,2018-08-05 11:09:16,U000013,kathrynanderson@gmail.com,HT-1095,1,USD,160
O00000087,2018-08-05 11:10:40,U007026,hleonard@hotmail.com,HT-1064,1,CAD,16
O00000088,2018-08-05 11:13:39,U007433,torresjohn@turner.net,HT-2025,1,EUR,44.99
O00000089,2018-08-05 11:14:07,U004568,cynthia96@gmail.com,HT-1091,1,EUR,26
O00000090,2018-08-05 11:15:57,U002050,lindsey50@chang.com,HT-1066,1,USD,2.5
O00000091,2018-08-05 11:16:08,U001154,mcmillandale@maynard.com,HT-6110,1,ARS,130
O00000092,2018-08-05 11:16:08,U008164,michael69@fisher-ramos.com,HT-1071,1,ZAR,81.7
O00000093,2018-08-05 11:17:44,U001208,petersbrittany@conley.com,HT-1501,1,JPY,15000
O00000094,2018-08-05 11:18:31,U004851,maryhayes@yahoo.com,HT-1118,1,ARS,79
O00000095,2018-08-05 11:18:46,U001801,kristengolden@hunter.com,HT-1021,1,MXN,149
O00000096,2018-08-05 11:19:15,U007535,brianpatel@hotmail.com,HT-7010,1,USD,799
O00000097,2018-08-05 11:20:55,U008722,xjackson@perry-morgan.org,HT-2026,1,USD,29.99
O00000098,2018-08-05 11:20:56,U007273,youngjames@gmail.com,HT-8000,1,EUR,799
O00000099,2018-08-05 11:28:42,U005092,aking@little-burns.net,HT-6132,1,BRL,899
O00000100,2018-08-05 11:29:47,U009782,jessica16@lee.com,HT-8002,1,EUR,1199
O00000101,2018-08-05 11:29:54,U000214,codyvalenzuela@hotmail.com,HT-1502,1,EUR,25000
O00000102,2018-08-05 11:31:44,U008490,ronaldsullivan@miranda-lee.com,HT-1071,1,ZAR,81.7
O00000103,2018-08-05 11:32:14,U001715,gcowan@collins.com,HT-1117,1,EUR,38
O00000104,2018-08-05 11:33:22,U008786,xharris@williams.com,HT-6123,1,ZAR,299
O00000105,2018-08-05 11:34:09,U002440,jasmine59@malone.com,HT-1036,1,CAD,430
O00000106,2018-08-05 11:36:25,U009182,gharris@gmail.com,HT-1002,1,USD,1570
O00000107,2018-08-05 11:38:55,U004099,dawn09@henderson.com,HT-1032,1,EUR,345
O00000108,2018-08-05 11:39:08,U002949,michelle92@hotmail.com,HT-1210,1,EUR,2399
O00000109,2018-08-05 11:40:08,U004139,aturner@yahoo.com,HT-6111,1,PLN,288
O00000110,2018-08-05 11:40:49,U004234,yduffy@jones.com,HT-1113,1,EUR,2.3
O00000111,2018-08-05 11:41:04,U008885,robert97@hotmail.com,HT-1600,1,ARS,600
O00000112,2018-08-05 11:41:28,U005480,levymarc@yahoo.com,HT-7020,1,CHF,1490
O00000113,2018-08-05 11:41:55,U005708,kathrynsoto@woods-erickson.com,HT-6130,1,EUR,1459
O00000114,2018-08-05 11:45:46,U006189,juan03@scott-watson.org,HT-1500,1,EUR,5000
O00000115,2018-08-05 11:47:25,U006119,harrisjustin@yahoo.com,HT-6122,1,USD,167
O00000116,2018-08-05 11:47:49,U002492,gonzalesdavid@gmail.com,HT-1210,1,EUR,2399
O00000117,2018-08-05 11:48:11,U009545,ugalloway@gmail.com,HT-1501,1,JPY,15000
O00000118,2018-08-05 11:48:19,U008940,cervantesdiana@yahoo.com,HT-1042,1,EUR,349
O00000119,2018-08-05 11:48:54,U006565,andersondeborah@yahoo.com,HT-6102,1,CNY,889
O00000120,2018-08-05 11:49:21,U004021,ghunter@gmail.com,HT-1210,1,EUR,2399
O00000121,2018-08-05 11:49:56,U002334,sjohnson@gmail.com,HT-1032,1,EUR,345
O00000122,2018-08-05 11:50:06,U008306,janicegarrett@yahoo.com,HT-1035,1,USD,399
O00000123,2018-08-05 11:50:26,U009799,zvillanueva@weber-johnson.com,HT-1055,1,EUR,99
O00000124,2018-08-05 11:52:50,U008892,joseph38@hotmail.com,HT-1085,1,DKK,1499
O00000125,2018-08-05 11:53:40,U005256,xrodriguez@gmail.com,HT-1068,1,USD,3.5
O00000126,2018-08-05 11:54:11,U009707,carloshoover@tucker-gomez.net,HT-1021,1,MXN,149
O00000127,2018-08-05 11:55:49,U004086,zcurtis@yahoo.com,HT-1040,1,EUR,830
O00000128,2018-08-05 12:00:35,U005718,uromero@hotmail.com,HT-1112,1,GBP,39
O00000129,2018-08-05 12:03:04,U006591,tabithaclark@gray.com,HT-1062,1,ARS,11
O00000130,2018-08-05 12:04:43,U001377,cherylgoodman@wolfe-bishop.com,HT-1112,1,GBP,39
O00000131,2018-08-05 12:05:10,U007966,smithjacob@snyder.info,HT-1040,1,EUR,830
O00000132,2018-08-05 12:05:20,U006771,elizabeth68@nelson.com,HT-1502,1,EUR,25000
O00000133,2018-08-05 12:06:44,U008664,jimenezbrandon@yahoo.com,HT-1115,1,CAD,42
O00000134,2018-08-05 12:06:57,U006352,peaton@gmail.com,HT-1110,1,USD,8.9
O00000135,2018-08-05 12:08:03,U001546,sheilamiller@gmail.com,HT-1117,1,EUR,38
O00000136,2018-08-05 12:09:26,U003969,monicanelson@martin-salazar.info,HT-6132,1,BRL,899
O00000137,2018-08-05 12:09:44,U006872,tcarter@anderson.org,HT-1502,1,EUR,25000
O00000138,2018-08-05 12:09:48,U002441,victoria00@hayes-gilbert.com,HT-1065,1,CHF,26
O00000139,2018-08-05 12:10:40,U008117,monroebradley@gmail.com,HT-8001,1,GBP,999
O00000140,2018-08-05 12:11:07,U002279,david27@yahoo.com,HT-1056,1,JPY,119
O00000141,2018-08-05 12:11:45,U000207,brian70@yahoo.com,HT-1060,1,EUR,9
O00000142,2018-08-05 12:12:20,U005633,christopherroberts@mccoy-wade.com,HT-8000,1,EUR,799
O00000143,2018-08-05 12:13:03,U005584,elizabethbrown@hotmail.com,HT-1066,1,USD,2.5
O00000144,2018-08-05 12:13:26,U002187,angela99@hotmail.com,HT-7020,1,CHF,1490
O00000145,2018-08-05 12:13:34,U005278,billy15@yahoo.com,HT-6111,1,PLN,288
O00000146,2018-08-05 12:13:39,U000676,xdaniels@yahoo.com,HT-1112,2,GBP,39
O00000147,2018-08-05 12:13:41,U007443,wilkinsdavid@martinez-davis.com,HT-7020,1,CHF,1490
O00000148,2018-08-05 12:16:09,U007561,adamskatie@rowe-jackson.biz,HT-1056,1,JPY,119
O00000149,2018-08-05 12:16:34,U005192,stevensrichard@brady.com,HT-1051,1,USD,99
O00000150,2018-08-05 12:16:52,U000480,gonzalezjordan@walker.com,HT-1603,1,JPY,1700
O00000151,2018-08-05 12:17:03,U008336,pcollier@knight-cowan.org,HT-1603,1,JPY,1700
O00000152,2018-08-05 12:18:51,U002018,yromero@hotmail.com,HT-7000,1,EUR,549
O00000153,2018-08-05 12:20:11,U004925,ijones@yahoo.com,HT-1022,1,ARS,205
O00000154,2018-08-05 12:21:15,U000764,zhughes@yahoo.com,HT-1601,2,MXN,900
O00000155,2018-08-05 12:22:47,U005029,brentenglish@moore.org,HT-6132,1,BRL,899
O00000156,2018-08-05 12:24:53,U008343,matthew16@martin.com,HT-1080,2,INR,51
O00000157,2018-08-05 12:27:09,U002226,mariawells@yahoo.com,HT-1085,1,DKK,1499
O00000158,2018-08-05 12:27:17,U006000,anorton@anderson.org,HT-1501,1,JPY,15000
O00000159,2018-08-05 12:27:52,U001716,colemanjonathan@jones.com,HT-1001,1,EUR,1249
O00000160,2018-08-05 12:30:32,U007773,stuartmahoney@wagner.com,HT-1096,1,JPY,120
O00000161,2018-08-05 12:30:41,U005537,burtonjuan@yahoo.com,HT-1042,1,EUR,349
O00000162,2018-08-05 12:30:53,U004769,xhuerta@yahoo.com,HT-1119,1,USD,79
O00000163,2018-08-05 12:31:24,U004491,sthomas@gmail.com,HT-1065,1,CHF,26
O00000164,2018-08-05 12:32:39,U005314,stevenssharon@yahoo.com,HT-6132,1,BRL,899
O00000165,2018-08-05 12:33:50,U007625,williamsmelanie@yahoo.com,HT-1085,1,DKK,1499
O00000166,2018-08-05 12:34:28,U008133,jennifer31@gmail.com,HT-1090,1,EUR,39
O00000167,2018-08-05 12:35:46,U004779,nancybryant@yahoo.com,HT-1138,1,USD,1211
O00000168,2018-08-05 12:36:46,U001736,smithkrystal@hotmail.com,HT-1114,1,USD,69
O00000169,2018-08-05 12:37:51,U007623,cassieharvey@johnson.com,HT-6130,1,EUR,1459
O00000170,2018-08-05 12:39:37,U003725,justin87@patterson.com,HT-6120,1,INR,45
O00000171,2018-08-05 12:40:11,U005556,scott91@nelson-berg.com,HT-1035,1,USD,399
O00000172,2018-08-05 12:43:05,U008996,greenelauren@lawson.com,HT-1600,1,ARS,600
O00000173,2018-08-05 12:43:29,U007864,andrewhernandez@patrick.net,HT-1085,1,DKK,1499
O00000174,2018-08-05 12:43:31,U006667,brenda24@yahoo.com,HT-1002,1,USD,1570
O00000175,2018-08-05 12:44:58,U009756,igreen@morton.net,HT-1137,1,RUB,1230
O00000176,2018-08-05 12:46:37,U006913,josephspencer@yahoo.com,HT-1603,1,JPY,1700
O00000177,2018-08-05 12:47:35,U004160,ynicholson@grant-king.com,HT-1091,2,EUR,26
O00000178,2018-08-05 12:47:50,U008918,barbara87@wilson-jones.org,HT-1091,1,EUR,26
O00000179,2018-08-05 12:49:30,U005335,millerstephanie@gmail.com,HT-1020,1,EUR,129
O00000180,2018-08-05 12:50:39,U004624,imays@thornton.info,HT-1032,1,EUR,345
O00000181,2018-08-05 12:51:14,U002095,shellyavila@yahoo.com,HT-1062,1,ARS,11
O00000182,2018-08-05 12:51:45,U006376,beckdonna@hotmail.com,HT-1104,1,JPY,55
O00000183,2018-08-05 12:52:14,U008395,michelle32@hotmail.com,HT-1069,2,JPY,800
O00000184,2018-08-05 12:52:15,U004167,fredericksarah@gmail.com,HT-1100,1,USD,89.9
O00000185,2018-08-05 12:52:45,U003171,ryan53@gmail.com,HT-7010,1,USD,799
O00000186,2018-08-05 12:53:33,U009985,erin64@mccullough.org,HT-8003,1,USD,1388
O00000187,2018-08-05 12:54:56,U009988,nancywoodard@green-herring.com,HT-6100,1,EUR,469
O00000188,2018-08-05 12:54:57,U002894,kristinepeck@hotmail.com,HT-1062,1,ARS,11
O00000189,2018-08-05 12:58:58,U006711,danielle23@gmail.com,HT-8001,1,GBP,999
O00000190,2018-08-05 13:00:17,U008803,joseph51@anderson.info,HT-1137,1,RUB,1230
O00000191,2018-08-05 13:00:36,U007763,zowens@burke.com,HT-1081,1,PLN,89
O00000192,2018-08-05 13:00:58,U000439,hmcintosh@little-meyer.com,HT-1055,2,EUR,99
O00000193,2018-08-05 13:01:23,U003748,scollins@graham.com,HT-6102,2,CNY,889
O00000194,2018-08-05 13:01:57,U007382,spencejohn@day.com,HT-1067,1,EUR,3.5
O00000195,2018-08-05 13:02:05,U002348,jessicabenton@gmail.com,HT-1600,1,ARS,600
O00000196,2018-08-05 13:03:13,U003780,jeffreyvaldez@gmail.com,HT-1042,1,EUR,349
O00000197,2018-08-05 13:03:37,U005435,lunachristina@dawson.com,HT-1003,1,EUR,1650
O00000198,2018-08-05 13:04:38,U001755,maria73@hotmail.com,HT-1100,1,USD,89.9
O00000199,2018-08-05 13:04:40,U003651,bennettmichael@carroll.com,HT-2002,1,EUR,853.99
O00000200,2018-08-05 13:06:19,U005389,barbarathomas@reyes-smith.com,HT-7020,1,CHF,1490
O00000201,2018-08-05 13:06:19,U007595,eileen15@murphy.com,HT-1061,2,EUR,7
O00000202,2018-08-05 13:06:50,U008887,brenda29@yahoo.com,HT-1062,2,ARS,11
O00000203,2018-08-05 13:06:52,U000990,jeffreygray@elliott-morgan.net,HT-1065,1,CHF,26
O00000204,2018-08-05 13:09:51,U001688,xpaul@parker.net,HT-1022,1,ARS,205
O00000205,2018-08-05 13:09:59,U007929,stacy08@hotmail.com,HT-6101,1,DKK,679
O00000206,2018-08-05 13:11:10,U003644,malexander@hotmail.com,HT-7010,1,USD,799
O00000207,2018-08-05 13:11:51,U006243,adamturner@rasmussen.com,HT-1210,1,EUR,2399
O00000208,2018-08-05 13:12:35,U000037,hansonjocelyn@li-evans.org,HT-1117,1,EUR,38
O00000209,2018-08-05 13:13:16,U003940,kleinsamantha@hotmail.com,HT-1032,2,EUR,345
O00000210,2018-08-05 13:13:50,U004026,zhester@white-miller.com,HT-1101,1,EUR,79.9
O00000211,2018-08-05 13:15:31,U001543,lindsayhiggins@ortega-lawson.biz,HT-1104,1,JPY,55
O00000212,2018-08-05 13:15:32,U000828,peter08@hotmail.com,HT-2027,1,EUR,24.99
O00000213,2018-08-05 13:15:41,U000048,tracy18@hotmail.com,HT-1022,1,ARS,205
O00000214,2018-08-05 13:16:30,U004638,donna54@hotmail.com,HT-7030,1,CAD,2490
O00000215,2018-08-05 13:18:11,U002977,xwatson@hotmail.com,HT-1073,1,EUR,24
O00000216,2018-08-05 13:18:12,U008185,smithjames@gmail.com,HT-8001,1,GBP,999
O00000217,2018-08-05 13:18:48,U009259,robert54@rocha.com,HT-1011,1,JPY,2299
O00000218,2018-08-05 13:18:59,U008268,deborahperez@yahoo.com,HT-2025,1,EUR,44.99
O00000219,2018-08-05 13:19:16,U001265,browncheryl@yahoo.com,HT-6111,1,PLN,288
O00000220,2018-08-05 13:19:38,U002514,brendan31@obrien-ferrell.com,HT-1081,1,PLN,89
O00000221,2018-08-05 13:20:18,U000832,melinda74@yahoo.com,HT-1601,1,MXN,900
O00000222,2018-08-05 13:20:30,U001545,xhughes@ray.com,HT-1003,1,EUR,1650
O00000223,2018-08-05 13:20:50,U000187,gibbsmariah@mcdonald.info,HT-1051,1,USD,99
O00000224,2018-08-05 13:21:56,U003351,davispaul@larson.info,HT-6122,1,USD,167
O00000225,2018-08-05 13:22:47,U000322,jennifermcdonald@yahoo.com,HT-1064,1,CAD,16
O00000226,2018-08-05 13:23:55,U009849,maryhughes@liu.com,HT-1037,1,MXN,1430
O00000227,2018-08-05 13:24:10,U005532,myerssarah@gmail.com,HT-1023,1,USD,239
O00000228,2018-08-05 13:27:11,U007778,patriciajohnson@yahoo.com,HT-7000,1,EUR,549
O00000229,2018-08-05 13:28:18,U001915,burchjulie@yahoo.com,HT-1031,1,GBP,285
O00000230,2018-08-05 13:29:18,U000163,kevin44@lee.com,HT-1104,2,JPY,55
